              component smsmass1 smsmass2 htbin njetbin mhtbin   xi   n nvar
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200  0.9   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200 0.95   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200  1.0   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400    0   6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.05   6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.1   8    8
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.15   6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.2   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.25   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.3   5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.35   6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.4   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.45   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.5   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.55   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.6   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.65   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.7   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.75   6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.8   8    8
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.85   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  0.9   7    7
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 0.95   5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  1.0  10   10
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 1.05   8    8
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  1.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 1.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  1.2   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 1.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400  1.3   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400 1.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800    0   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.05   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.1   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.15   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.35   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.4   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.45   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.5   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.55   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.6   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.65   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.7   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.75   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.8   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.85   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  0.9   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 0.95   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  1.0   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 1.05   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  1.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 1.15   5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  1.2   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800 1.25   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800  1.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130    0   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130 0.05   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130  0.1   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130 0.15   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130  0.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130 0.25   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130 0.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200    0   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.05   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.1   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.15   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.2   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.25   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.35   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.4   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.45   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.5   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.55   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.6   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.65   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.7   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.8   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200 0.85   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200  0.9   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400    0   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.05   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.1   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.2   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.3   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.35   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.4   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.45   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.5   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.55   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.6   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.65   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.7   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.75   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.8   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.85   3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  0.9   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 0.95   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  1.0   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 1.05   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  1.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 1.15   2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  1.2   5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 1.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400  1.3   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400 1.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800    0   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.05   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.1   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.15   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.2   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.4   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.45   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.5   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.55   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.6   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  0.7   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.75   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 0.85   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  1.0   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 1.05   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  1.1   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 1.15   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  1.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 1.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800  1.3   1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800 1.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130    0   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130 0.05   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130  0.1   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130 0.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130  0.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130 0.25   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200    0  11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200 0.05   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200  0.1   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200 0.15   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200  0.2   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200 0.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200  0.3   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200 0.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200  0.4   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200 0.45   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200  0.5   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400    0   9    9
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.05   7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.1   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.15   6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.2   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.25  10   10
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.3   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.35   8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.4   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.45   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.5   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.55   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.6   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.65   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.7   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.75   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  0.8   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.85   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 0.95   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  1.0   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400 1.05   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400  1.1   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800    0   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.05   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.1   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.25   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.3   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.35   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.4   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.45   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.5   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.55   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.6   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.65   8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.7   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.75   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.8   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.85   6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  0.9   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 0.95   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  1.0   6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 1.05   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  1.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 1.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800  1.2   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800 1.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130    0  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130 0.05  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130  0.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130 0.15   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130  0.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130 0.25   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130  0.3   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130 0.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200    0 112  112
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.05  84   84
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.1  45   45
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.15  38   38
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.2  27   27
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.25  19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.3  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.35  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.4  10   10
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.45   8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.5   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.55   7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.6   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.65   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.7   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200  0.8   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200 0.85   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400    0 138  138
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.05 125  125
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.1 111  111
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.15  94   94
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.2  72   72
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.25  82   82
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.3  66   66
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.35  50   50
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.4  44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.45  49   49
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.5  55   55
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.55  37   37
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.6  32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.65  35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.7  23   23
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.75  20   20
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.8  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.85   9    9
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  0.9  19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 0.95   8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  1.0   6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 1.05   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  1.1   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400 1.15   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  1.2   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400  1.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800    0  52   52
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.05  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.1  42   42
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.15  29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.2  39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.25  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.3  25   25
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.35  28   28
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.4  16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.45  20   20
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.5  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.55  21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.6  32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.65  33   33
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.7  17   17
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.75  20   20
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.8  31   31
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.85  28   28
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  0.9  36   36
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 0.95  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  1.0  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 1.05  39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  1.1  44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 1.15  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  1.2  19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 1.25  14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800  1.3   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800 1.35   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130    0  62   62
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130 0.05  12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130  0.1  12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130 0.15   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130  0.2   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130 0.25   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130  0.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200    0 139  139
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.05  93   93
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.1  63   63
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.15  41   41
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.2  25   25
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.25  28   28
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.3   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.35   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.4  11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.45   7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.5   4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.55   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.6   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.65   1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.7   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200  0.8   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200 0.85   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400    0 190  190
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.05 155  155
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.1 137  137
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.15 102  102
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.2  85   85
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.25  67   67
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.3  59   59
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.35  55   55
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.4  34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.45  34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.5  40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.55  34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.6  23   23
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.65  17   17
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.7  25   25
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.75  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.8  11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.85  14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  0.9  14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 0.95  10   10
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  1.0  13   13
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 1.05   7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  1.1   8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 1.15   3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  1.2   2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400 1.25   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400  1.3   0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800    0  69   69
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.05  66   66
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.1  59   59
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.15  38   38
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.2  43   43
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.25  36   36
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.3  17   17
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.35  32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.4  22   22
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.45  28   28
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.5  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.55  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.6  12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.65  18   18
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.7  21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.75  20   20
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.8  19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.85  26   26
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  0.9  14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 0.95  16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  1.0  23   23
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 1.05  30   30
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  1.1  32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 1.15  22   22
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  1.2  19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 1.25  15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800  1.3   5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800 1.35   0    0
