              component smsmass1 smsmass2 htbin njetbin mhtbin minOmegaTilde  n nvar
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          1.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           1.1  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          1.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           1.2  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          1.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130             0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130           0.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130          0.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130           0.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130          0.35  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    130           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200             0  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.35  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.45  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.7  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.75  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.8  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.85  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200          0.95  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    200           1.0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400             0  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.25  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.35  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.4  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.45  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.55  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.65  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.7  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.75  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.8  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.85  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           0.9  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          0.95  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           1.0  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          1.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           1.1  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          1.15  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           1.2  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400          1.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    400           1.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800             0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           0.7  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.75  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           1.0  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          1.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           1.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          1.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           1.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          1.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800          1.35  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       9    800           1.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130             0  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130           0.1  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130          0.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    130          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200             0  6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200           0.1  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200          0.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200           0.2  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200          0.25  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200          0.35  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200          0.45  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    200           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400             0  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.05  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.1  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.15  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.2  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.25  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.3  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.35  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.4  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.45  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.5  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.55  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.6  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.65  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.7  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.75  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    400          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800             0  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.1  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.15  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.2  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.25  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.3  6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.35  6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.4  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.45  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.5  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.55  6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.6  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.65  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.7  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.75  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.8  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           0.9  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800           1.0  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       3    800          1.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130             0 19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130          0.05 16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130           0.1 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130          0.15  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130           0.2  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130          0.25  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130          0.35  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130           0.4  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130          0.45  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    130           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200             0 60   60
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.05 49   49
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.1 52   52
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.15 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.2 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.25 22   22
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.3 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.35 30   30
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.4 12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.45 16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.5 15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.55  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.6  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.65  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.7  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.75  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.8  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    200           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400             0 71   71
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.05 82   82
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.1 69   69
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.15 73   73
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.2 71   71
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.25 76   76
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.3 81   81
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.35 69   69
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.4 54   54
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.45 81   81
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.5 64   64
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.55 55   55
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.6 56   56
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.65 44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.7 48   48
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.75 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.8 18   18
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.85 12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           0.9 14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          0.95 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           1.0  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          1.05  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400           1.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          1.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    400          1.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800             0 25   25
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.05 21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.1 21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.15 34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.2 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.25 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.3 31   31
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.35 38   38
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.4 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.45 32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.5 40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.55 37   37
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.6 41   41
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.65 49   49
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.7 42   42
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.75 42   42
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.8 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.85 44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           0.9 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          0.95 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           1.0 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          1.05 19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           1.1 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          1.15 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           1.2  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800          1.25  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       6    800           1.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130             0 40   40
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.05 15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.1 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.15  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.2  8    8
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.25  6    6
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.3  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.45  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130          0.55  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    130           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200             0 72   72
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.05 52   52
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.1 56   56
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.15 47   47
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.2 37   37
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.25 30   30
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.3 28   28
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.35 22   22
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.4 21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.45 16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.5 10   10
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.55 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.6 11   11
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.65  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.7  4    4
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.75  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.8  2    2
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200          0.95  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    200           1.0  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400             0 76   76
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.05 97   97
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.1 76   76
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.15 54   54
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.2 78   78
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.25 62   62
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.3 66   66
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.35 72   72
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.4 57   57
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.45 55   55
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.5 61   61
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.55 56   56
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.6 46   46
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.65 52   52
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.7 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.75 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.8 48   48
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.85 33   33
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           0.9 35   35
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          0.95 21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           1.0 15   15
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          1.05 14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           1.1 12   12
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          1.15  3    3
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400           1.2  1    1
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    400          1.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800             0 19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.05 14   14
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.1 16   16
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.15 21   21
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.2 18   18
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.25 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.3 32   32
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.35 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.4 22   22
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.45 29   29
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.5 31   31
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.55 48   48
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.6 41   41
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.65 39   39
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.7 36   36
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.75 44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.8 44   44
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.85 34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           0.9 37   37
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          0.95 34   34
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           1.0 23   23
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          1.05 27   27
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           1.1 24   24
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          1.15 19   19
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           1.2  7    7
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          1.25  5    5
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800           1.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500  1200       9    800          1.35  0    0
