                    component htbin njetbin mhtbin   xi     n  nvar
  QCD_HT700to1000_madgraphMLM  1200       6    800    0     1     1
  QCD_HT700to1000_madgraphMLM  1200       6    800 0.05     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    800  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    130    0     4     4
  QCD_HT700to1000_madgraphMLM  1200       9    130 0.05     4     4
  QCD_HT700to1000_madgraphMLM  1200       9    130  0.1     1     1
  QCD_HT700to1000_madgraphMLM  1200       9    130 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    200    0     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    200 0.05     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    400    0     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       9    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   200       2    130 0.05     1     1
 QCD_HT1000to1500_madgraphMLM   200       2    130  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   200       2    200 0.05     1     1
 QCD_HT1000to1500_madgraphMLM   200       2    200  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   200       2    400 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   200       3    130 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   200       3    200 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    130    0   265   265
 QCD_HT1000to1500_madgraphMLM   400       2    130 0.05   139   139
 QCD_HT1000to1500_madgraphMLM   400       2    130  0.1    61    61
 QCD_HT1000to1500_madgraphMLM   400       2    130 0.15    21    21
 QCD_HT1000to1500_madgraphMLM   400       2    130  0.2     6     6
 QCD_HT1000to1500_madgraphMLM   400       2    130 0.25     1     1
 QCD_HT1000to1500_madgraphMLM   400       2    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    130  0.5     1     1
 QCD_HT1000to1500_madgraphMLM   400       2    130 0.55     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    200    0   569   569
 QCD_HT1000to1500_madgraphMLM   400       2    200 0.05   219   219
 QCD_HT1000to1500_madgraphMLM   400       2    200  0.1    64    64
 QCD_HT1000to1500_madgraphMLM   400       2    200 0.15    25    25
 QCD_HT1000to1500_madgraphMLM   400       2    200  0.2     4     4
 QCD_HT1000to1500_madgraphMLM   400       2    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    200  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    400    0    37    37
 QCD_HT1000to1500_madgraphMLM   400       2    400 0.05     7     7
 QCD_HT1000to1500_madgraphMLM   400       2    400  0.1     1     1
 QCD_HT1000to1500_madgraphMLM   400       2    400 0.15     1     1
 QCD_HT1000to1500_madgraphMLM   400       2    400  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    400 0.75     1     1
 QCD_HT1000to1500_madgraphMLM   400       2    400  0.8     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    800 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   400       2    800 0.75     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    130    0   717   717
 QCD_HT1000to1500_madgraphMLM   400       3    130 0.05   299   299
 QCD_HT1000to1500_madgraphMLM   400       3    130  0.1   126   126
 QCD_HT1000to1500_madgraphMLM   400       3    130 0.15    52    52
 QCD_HT1000to1500_madgraphMLM   400       3    130  0.2    14    14
 QCD_HT1000to1500_madgraphMLM   400       3    130 0.25     7     7
 QCD_HT1000to1500_madgraphMLM   400       3    130  0.3     3     3
 QCD_HT1000to1500_madgraphMLM   400       3    130 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    130  0.4     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    130 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    130  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    200    0  1140  1140
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.05   420   420
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.1   164   164
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.15    68    68
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.2    43    43
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.25    17    17
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.3    13    13
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.35     6     6
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.4     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.45     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.5     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    200 0.55     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    200  0.6     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400    0    38    38
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.05    21    21
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.1     3     3
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.15     5     5
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.2     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.25     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.55     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.75     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    400  0.8     1     1
 QCD_HT1000to1500_madgraphMLM   400       3    400 0.85     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   400       3    800  0.8     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    130    0    16    16
 QCD_HT1000to1500_madgraphMLM   400       6    130 0.05    13    13
 QCD_HT1000to1500_madgraphMLM   400       6    130  0.1     4     4
 QCD_HT1000to1500_madgraphMLM   400       6    130 0.15     5     5
 QCD_HT1000to1500_madgraphMLM   400       6    130  0.2     2     2
 QCD_HT1000to1500_madgraphMLM   400       6    130 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    130  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200    0    18    18
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.05    12    12
 QCD_HT1000to1500_madgraphMLM   400       6    200  0.1     2     2
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.15     1     1
 QCD_HT1000to1500_madgraphMLM   400       6    200  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.35     1     1
 QCD_HT1000to1500_madgraphMLM   400       6    200  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    200 0.55     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400    0     1     1
 QCD_HT1000to1500_madgraphMLM   400       6    400 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    400  0.8     0     0
 QCD_HT1000to1500_madgraphMLM   400       6    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    130    0     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    130 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    130  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    130 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    130  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    200    0     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    200 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    200  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    200 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    200 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   400       9    400    0     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    130    0  4432  4432
 QCD_HT1000to1500_madgraphMLM   800       2    130 0.05  1531  1531
 QCD_HT1000to1500_madgraphMLM   800       2    130  0.1   364   364
 QCD_HT1000to1500_madgraphMLM   800       2    130 0.15    79    79
 QCD_HT1000to1500_madgraphMLM   800       2    130  0.2    11    11
 QCD_HT1000to1500_madgraphMLM   800       2    130 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    130  0.3     1     1
 QCD_HT1000to1500_madgraphMLM   800       2    130 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    130  0.4     1     1
 QCD_HT1000to1500_madgraphMLM   800       2    130 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    130  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    200    0  1808  1808
 QCD_HT1000to1500_madgraphMLM   800       2    200 0.05   566   566
 QCD_HT1000to1500_madgraphMLM   800       2    200  0.1   116   116
 QCD_HT1000to1500_madgraphMLM   800       2    200 0.15    17    17
 QCD_HT1000to1500_madgraphMLM   800       2    200  0.2     2     2
 QCD_HT1000to1500_madgraphMLM   800       2    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    200  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    200 0.35     1     1
 QCD_HT1000to1500_madgraphMLM   800       2    200  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    400    0    67    67
 QCD_HT1000to1500_madgraphMLM   800       2    400 0.05     7     7
 QCD_HT1000to1500_madgraphMLM   800       2    400  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    400  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    400 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    400 0.75     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   800       2    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    130    0 18568 18568
 QCD_HT1000to1500_madgraphMLM   800       3    130 0.05  5199  5199
 QCD_HT1000to1500_madgraphMLM   800       3    130  0.1  1514  1514
 QCD_HT1000to1500_madgraphMLM   800       3    130 0.15   420   420
 QCD_HT1000to1500_madgraphMLM   800       3    130  0.2   129   129
 QCD_HT1000to1500_madgraphMLM   800       3    130 0.25    22    22
 QCD_HT1000to1500_madgraphMLM   800       3    130  0.3     8     8
 QCD_HT1000to1500_madgraphMLM   800       3    130 0.35     5     5
 QCD_HT1000to1500_madgraphMLM   800       3    130  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    200    0  6142  6142
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.05  1793  1793
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.1   547   547
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.15   179   179
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.2    63    63
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.25    20    20
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.3    11    11
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.35     3     3
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.4     1     1
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.5     1     1
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.55     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    200  0.6     1     1
 QCD_HT1000to1500_madgraphMLM   800       3    200 0.65     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    400    0   148   148
 QCD_HT1000to1500_madgraphMLM   800       3    400 0.05    27    27
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.1    14    14
 QCD_HT1000to1500_madgraphMLM   800       3    400 0.15     3     3
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.2     3     3
 QCD_HT1000to1500_madgraphMLM   800       3    400 0.25     1     1
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.3     5     5
 QCD_HT1000to1500_madgraphMLM   800       3    400 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.6     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    400  0.8     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       3    800  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    130    0  1549  1549
 QCD_HT1000to1500_madgraphMLM   800       6    130 0.05   656   656
 QCD_HT1000to1500_madgraphMLM   800       6    130  0.1   216   216
 QCD_HT1000to1500_madgraphMLM   800       6    130 0.15    75    75
 QCD_HT1000to1500_madgraphMLM   800       6    130  0.2    31    31
 QCD_HT1000to1500_madgraphMLM   800       6    130 0.25     9     9
 QCD_HT1000to1500_madgraphMLM   800       6    130  0.3     5     5
 QCD_HT1000to1500_madgraphMLM   800       6    130 0.35     1     1
 QCD_HT1000to1500_madgraphMLM   800       6    130  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    200    0   454   454
 QCD_HT1000to1500_madgraphMLM   800       6    200 0.05   207   207
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.1    88    88
 QCD_HT1000to1500_madgraphMLM   800       6    200 0.15    28    28
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.2    10    10
 QCD_HT1000to1500_madgraphMLM   800       6    200 0.25     4     4
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.3     2     2
 QCD_HT1000to1500_madgraphMLM   800       6    200 0.35     1     1
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.4     2     2
 QCD_HT1000to1500_madgraphMLM   800       6    200 0.45     1     1
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.5     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    200  0.6     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    400    0     6     6
 QCD_HT1000to1500_madgraphMLM   800       6    400 0.05     2     2
 QCD_HT1000to1500_madgraphMLM   800       6    400  0.1     3     3
 QCD_HT1000to1500_madgraphMLM   800       6    400 0.15     1     1
 QCD_HT1000to1500_madgraphMLM   800       6    400  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    400 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    400  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    400 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    400  0.4     1     1
 QCD_HT1000to1500_madgraphMLM   800       6    400 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    800    0     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    800 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   800       6    800  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    130    0    17    17
 QCD_HT1000to1500_madgraphMLM   800       9    130 0.05     4     4
 QCD_HT1000to1500_madgraphMLM   800       9    130  0.1     1     1
 QCD_HT1000to1500_madgraphMLM   800       9    130 0.15     2     2
 QCD_HT1000to1500_madgraphMLM   800       9    130  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    130 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    130 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200    0     7     7
 QCD_HT1000to1500_madgraphMLM   800       9    200 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200  0.1     2     2
 QCD_HT1000to1500_madgraphMLM   800       9    200 0.15     1     1
 QCD_HT1000to1500_madgraphMLM   800       9    200  0.2     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200  0.3     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200 0.35     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200  0.4     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    200 0.45     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    400    0     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    400 0.05     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    400  0.1     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM   800       9    400  0.4     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    130    0  1585  1585
 QCD_HT1000to1500_madgraphMLM  1200       2    130 0.05   309   309
 QCD_HT1000to1500_madgraphMLM  1200       2    130  0.1    58    58
 QCD_HT1000to1500_madgraphMLM  1200       2    130 0.15     3     3
 QCD_HT1000to1500_madgraphMLM  1200       2    130  0.2     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    130  0.4     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    200    0   231   231
 QCD_HT1000to1500_madgraphMLM  1200       2    200 0.05    45    45
 QCD_HT1000to1500_madgraphMLM  1200       2    200  0.1     8     8
 QCD_HT1000to1500_madgraphMLM  1200       2    200 0.15     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    200  0.2     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    200 0.35     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    400    0     5     5
 QCD_HT1000to1500_madgraphMLM  1200       2    400 0.05     1     1
 QCD_HT1000to1500_madgraphMLM  1200       2    400  0.1     2     2
 QCD_HT1000to1500_madgraphMLM  1200       2    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    800    0     1     1
 QCD_HT1000to1500_madgraphMLM  1200       2    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM  1200       2    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    130    0  7997  7997
 QCD_HT1000to1500_madgraphMLM  1200       3    130 0.05  1473  1473
 QCD_HT1000to1500_madgraphMLM  1200       3    130  0.1   318   318
 QCD_HT1000to1500_madgraphMLM  1200       3    130 0.15    48    48
 QCD_HT1000to1500_madgraphMLM  1200       3    130  0.2     8     8
 QCD_HT1000to1500_madgraphMLM  1200       3    130 0.25     1     1
 QCD_HT1000to1500_madgraphMLM  1200       3    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    130 0.35     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    200    0  1188  1188
 QCD_HT1000to1500_madgraphMLM  1200       3    200 0.05   244   244
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.1    38    38
 QCD_HT1000to1500_madgraphMLM  1200       3    200 0.15    10    10
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.2     2     2
 QCD_HT1000to1500_madgraphMLM  1200       3    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.3     1     1
 QCD_HT1000to1500_madgraphMLM  1200       3    200 0.35     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.4     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.5     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    200  0.6     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    400    0    16    16
 QCD_HT1000to1500_madgraphMLM  1200       3    400 0.05     9     9
 QCD_HT1000to1500_madgraphMLM  1200       3    400  0.1     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    400  0.2     1     1
 QCD_HT1000to1500_madgraphMLM  1200       3    400 0.25     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    400  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    800    0     7     7
 QCD_HT1000to1500_madgraphMLM  1200       3    800 0.05     2     2
 QCD_HT1000to1500_madgraphMLM  1200       3    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM  1200       3    800  0.2     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    130    0  1771  1771
 QCD_HT1000to1500_madgraphMLM  1200       6    130 0.05   453   453
 QCD_HT1000to1500_madgraphMLM  1200       6    130  0.1   103   103
 QCD_HT1000to1500_madgraphMLM  1200       6    130 0.15    40    40
 QCD_HT1000to1500_madgraphMLM  1200       6    130  0.2     9     9
 QCD_HT1000to1500_madgraphMLM  1200       6    130 0.25     4     4
 QCD_HT1000to1500_madgraphMLM  1200       6    130  0.3     1     1
 QCD_HT1000to1500_madgraphMLM  1200       6    130 0.35     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    200    0   227   227
 QCD_HT1000to1500_madgraphMLM  1200       6    200 0.05    79    79
 QCD_HT1000to1500_madgraphMLM  1200       6    200  0.1    29    29
 QCD_HT1000to1500_madgraphMLM  1200       6    200 0.15    13    13
 QCD_HT1000to1500_madgraphMLM  1200       6    200  0.2     2     2
 QCD_HT1000to1500_madgraphMLM  1200       6    200 0.25     2     2
 QCD_HT1000to1500_madgraphMLM  1200       6    200  0.3     1     1
 QCD_HT1000to1500_madgraphMLM  1200       6    200 0.35     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    200  0.4     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    200 0.45     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400    0     5     5
 QCD_HT1000to1500_madgraphMLM  1200       6    400 0.05     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400  0.1     2     2
 QCD_HT1000to1500_madgraphMLM  1200       6    400 0.15     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400  0.2     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400 0.25     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    400  0.4     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    800    0     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    800 0.05     0     0
 QCD_HT1000to1500_madgraphMLM  1200       6    800  0.1     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    130    0    88    88
 QCD_HT1000to1500_madgraphMLM  1200       9    130 0.05    32    32
 QCD_HT1000to1500_madgraphMLM  1200       9    130  0.1    10    10
 QCD_HT1000to1500_madgraphMLM  1200       9    130 0.15     2     2
 QCD_HT1000to1500_madgraphMLM  1200       9    130  0.2     1     1
 QCD_HT1000to1500_madgraphMLM  1200       9    130 0.25     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    130  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    200    0     7     7
 QCD_HT1000to1500_madgraphMLM  1200       9    200 0.05     8     8
 QCD_HT1000to1500_madgraphMLM  1200       9    200  0.1     5     5
 QCD_HT1000to1500_madgraphMLM  1200       9    200 0.15     1     1
 QCD_HT1000to1500_madgraphMLM  1200       9    200  0.2     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    200 0.25     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    200  0.3     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    400    0     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    400 0.05     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    400  0.1     0     0
 QCD_HT1000to1500_madgraphMLM  1200       9    400 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   200       2    200 0.05     1     1
 QCD_HT1500to2000_madgraphMLM   200       2    200  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   200       2    400 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   200       3    200 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    130 0.05     1     1
 QCD_HT1500to2000_madgraphMLM   400       2    130  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    200    0     2     2
 QCD_HT1500to2000_madgraphMLM   400       2    200 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    400    0     2     2
 QCD_HT1500to2000_madgraphMLM   400       2    400 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    400 0.25     1     1
 QCD_HT1500to2000_madgraphMLM   400       2    400  0.3     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    800    0     0     0
 QCD_HT1500to2000_madgraphMLM   400       2    800 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    130 0.05     2     2
 QCD_HT1500to2000_madgraphMLM   400       3    130  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    200    0     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    200 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    200 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   400       3    200  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    200 0.25     1     1
 QCD_HT1500to2000_madgraphMLM   400       3    200  0.3     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    400    0     2     2
 QCD_HT1500to2000_madgraphMLM   400       3    400 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    400 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    400  0.5     1     1
 QCD_HT1500to2000_madgraphMLM   400       3    400 0.55     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    800    0     0     0
 QCD_HT1500to2000_madgraphMLM   400       3    800  0.5     0     0
 QCD_HT1500to2000_madgraphMLM   400       6    130    0     1     1
 QCD_HT1500to2000_madgraphMLM   400       6    130 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   400       6    200    0     0     0
