                    component htbin njetbin mhtbin   xi     n  nvar
   QCD_HT500to700_madgraphMLM   200       3    200 0.35     2     2
   QCD_HT500to700_madgraphMLM   200       3    200  0.4     1     1
   QCD_HT500to700_madgraphMLM   200       3    200 0.45     5     5
   QCD_HT500to700_madgraphMLM   200       3    200  0.5     2     2
   QCD_HT500to700_madgraphMLM   200       3    200 0.55     2     2
   QCD_HT500to700_madgraphMLM   200       3    200  0.6     2     2
   QCD_HT500to700_madgraphMLM   200       3    200 0.65     1     1
   QCD_HT500to700_madgraphMLM   200       3    200  0.7     1     1
   QCD_HT500to700_madgraphMLM   200       3    200 0.75     2     2
   QCD_HT500to700_madgraphMLM   200       3    200  0.8     1     1
   QCD_HT500to700_madgraphMLM   200       3    200 0.85     1     1
   QCD_HT500to700_madgraphMLM   200       3    200  0.9     0     0
   QCD_HT500to700_madgraphMLM   200       3    200 0.95     2     2
   QCD_HT500to700_madgraphMLM   200       3    200  1.0     3     3
   QCD_HT500to700_madgraphMLM   200       3    200 1.05     1     1
   QCD_HT500to700_madgraphMLM   200       3    200  1.1     0     0
   QCD_HT500to700_madgraphMLM   200       3    400    0     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.05     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.15     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.25     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.3     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.35     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.4     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.45     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.5     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.55     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.6     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.65     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.7     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.75     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  0.8     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.85     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 0.95     0     0
   QCD_HT500to700_madgraphMLM   200       3    400  1.0     0     0
   QCD_HT500to700_madgraphMLM   200       3    400 1.05     0     0
   QCD_HT500to700_madgraphMLM   200       6    130    0     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.05     1     1
   QCD_HT500to700_madgraphMLM   200       6    130  0.1     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.15     1     1
   QCD_HT500to700_madgraphMLM   200       6    130  0.2     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.25     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.3     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.35     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.4     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.45     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.5     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.55     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.6     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.65     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.7     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.75     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  0.8     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 0.95     0     0
   QCD_HT500to700_madgraphMLM   200       6    130  1.0     0     0
   QCD_HT500to700_madgraphMLM   200       6    130 1.05     0     0
   QCD_HT500to700_madgraphMLM   200       6    200    0     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.05     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.1     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.15     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.2     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.25     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.3     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.35     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.4     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.45     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.5     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.55     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.6     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.65     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.7     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.75     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  0.8     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.85     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 0.95     0     0
   QCD_HT500to700_madgraphMLM   200       6    200  1.0     0     0
   QCD_HT500to700_madgraphMLM   200       6    200 1.05     0     0
   QCD_HT500to700_madgraphMLM   200       9    130 0.05     0     0
   QCD_HT500to700_madgraphMLM   200       9    130 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       2    130    0  1852  1852
   QCD_HT500to700_madgraphMLM   400       2    130 0.05  1007  1007
   QCD_HT500to700_madgraphMLM   400       2    130  0.1   471   471
   QCD_HT500to700_madgraphMLM   400       2    130 0.15   209   209
   QCD_HT500to700_madgraphMLM   400       2    130  0.2   114   114
   QCD_HT500to700_madgraphMLM   400       2    130 0.25    31    31
   QCD_HT500to700_madgraphMLM   400       2    130  0.3    17    17
   QCD_HT500to700_madgraphMLM   400       2    130 0.35    17    17
   QCD_HT500to700_madgraphMLM   400       2    130  0.4     2     2
   QCD_HT500to700_madgraphMLM   400       2    130 0.45     0     0
   QCD_HT500to700_madgraphMLM   400       2    130  0.5     1     1
   QCD_HT500to700_madgraphMLM   400       2    130 0.55     1     1
   QCD_HT500to700_madgraphMLM   400       2    130  0.6     0     0
   QCD_HT500to700_madgraphMLM   400       2    130  0.7     0     0
   QCD_HT500to700_madgraphMLM   400       2    130 0.75     0     0
   QCD_HT500to700_madgraphMLM   400       2    200    0   115   115
   QCD_HT500to700_madgraphMLM   400       2    200 0.05    58    58
   QCD_HT500to700_madgraphMLM   400       2    200  0.1    23    23
   QCD_HT500to700_madgraphMLM   400       2    200 0.15    10    10
   QCD_HT500to700_madgraphMLM   400       2    200  0.2     4     4
   QCD_HT500to700_madgraphMLM   400       2    200 0.25     1     1
   QCD_HT500to700_madgraphMLM   400       2    200  0.3     1     1
   QCD_HT500to700_madgraphMLM   400       2    200 0.35     0     0
   QCD_HT500to700_madgraphMLM   400       2    200  0.4     0     0
   QCD_HT500to700_madgraphMLM   400       2    200  0.5     0     0
   QCD_HT500to700_madgraphMLM   400       2    200 0.55     0     0
   QCD_HT500to700_madgraphMLM   400       2    200 0.75     0     0
   QCD_HT500to700_madgraphMLM   400       2    400    0     0     0
   QCD_HT500to700_madgraphMLM   400       2    400 0.05     0     0
   QCD_HT500to700_madgraphMLM   400       2    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   400       2    400 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       2    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   400       2    400 0.25     0     0
   QCD_HT500to700_madgraphMLM   400       2    400  0.3     0     0
   QCD_HT500to700_madgraphMLM   400       3    130    0  3577  3577
   QCD_HT500to700_madgraphMLM   400       3    130 0.05  1850  1850
   QCD_HT500to700_madgraphMLM   400       3    130  0.1   954   954
   QCD_HT500to700_madgraphMLM   400       3    130 0.15   521   521
   QCD_HT500to700_madgraphMLM   400       3    130  0.2   359   359
   QCD_HT500to700_madgraphMLM   400       3    130 0.25   180   180
   QCD_HT500to700_madgraphMLM   400       3    130  0.3   105   105
   QCD_HT500to700_madgraphMLM   400       3    130 0.35    74    74
   QCD_HT500to700_madgraphMLM   400       3    130  0.4    35    35
   QCD_HT500to700_madgraphMLM   400       3    130 0.45    23    23
   QCD_HT500to700_madgraphMLM   400       3    130  0.5    14    14
   QCD_HT500to700_madgraphMLM   400       3    130 0.55    14    14
   QCD_HT500to700_madgraphMLM   400       3    130  0.6     3     3
   QCD_HT500to700_madgraphMLM   400       3    130 0.65     0     0
   QCD_HT500to700_madgraphMLM   400       3    130  0.7     0     0
   QCD_HT500to700_madgraphMLM   400       3    130 0.75     0     0
   QCD_HT500to700_madgraphMLM   400       3    130  0.8     0     0
   QCD_HT500to700_madgraphMLM   400       3    130 0.95     0     0
   QCD_HT500to700_madgraphMLM   400       3    130  1.0     0     0
   QCD_HT500to700_madgraphMLM   400       3    130 1.05     0     0
   QCD_HT500to700_madgraphMLM   400       3    200    0   161   161
   QCD_HT500to700_madgraphMLM   400       3    200 0.05    65    65
   QCD_HT500to700_madgraphMLM   400       3    200  0.1    26    26
   QCD_HT500to700_madgraphMLM   400       3    200 0.15    19    19
   QCD_HT500to700_madgraphMLM   400       3    200  0.2    14    14
   QCD_HT500to700_madgraphMLM   400       3    200 0.25    11    11
   QCD_HT500to700_madgraphMLM   400       3    200  0.3     7     7
   QCD_HT500to700_madgraphMLM   400       3    200 0.35     3     3
   QCD_HT500to700_madgraphMLM   400       3    200  0.4     0     0
   QCD_HT500to700_madgraphMLM   400       3    200 0.45     4     4
   QCD_HT500to700_madgraphMLM   400       3    200  0.5     2     2
   QCD_HT500to700_madgraphMLM   400       3    200 0.55     2     2
   QCD_HT500to700_madgraphMLM   400       3    200  0.6     1     1
   QCD_HT500to700_madgraphMLM   400       3    200 0.65     0     0
   QCD_HT500to700_madgraphMLM   400       3    200  0.7     0     0
   QCD_HT500to700_madgraphMLM   400       3    200 0.75     0     0
   QCD_HT500to700_madgraphMLM   400       3    200  0.8     0     0
   QCD_HT500to700_madgraphMLM   400       3    200 0.85     0     0
   QCD_HT500to700_madgraphMLM   400       3    200  0.9     1     1
   QCD_HT500to700_madgraphMLM   400       3    200 0.95     1     1
   QCD_HT500to700_madgraphMLM   400       3    200  1.0     0     0
   QCD_HT500to700_madgraphMLM   400       3    200 1.05     0     0
   QCD_HT500to700_madgraphMLM   400       3    400    0     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.05     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.25     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.3     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.35     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.45     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.5     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.55     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.6     0     0
   QCD_HT500to700_madgraphMLM   400       3    400  0.9     0     0
   QCD_HT500to700_madgraphMLM   400       3    400 0.95     0     0
   QCD_HT500to700_madgraphMLM   400       6    130    0   114   114
   QCD_HT500to700_madgraphMLM   400       6    130 0.05    88    88
   QCD_HT500to700_madgraphMLM   400       6    130  0.1    30    30
   QCD_HT500to700_madgraphMLM   400       6    130 0.15    18    18
   QCD_HT500to700_madgraphMLM   400       6    130  0.2    18    18
   QCD_HT500to700_madgraphMLM   400       6    130 0.25    11    11
   QCD_HT500to700_madgraphMLM   400       6    130  0.3     9     9
   QCD_HT500to700_madgraphMLM   400       6    130 0.35     1     1
   QCD_HT500to700_madgraphMLM   400       6    130  0.4     3     3
   QCD_HT500to700_madgraphMLM   400       6    130 0.45     0     0
   QCD_HT500to700_madgraphMLM   400       6    130  0.5     1     1
   QCD_HT500to700_madgraphMLM   400       6    130 0.55     1     1
   QCD_HT500to700_madgraphMLM   400       6    130  0.6     1     1
   QCD_HT500to700_madgraphMLM   400       6    130 0.65     1     1
   QCD_HT500to700_madgraphMLM   400       6    130  0.7     0     0
   QCD_HT500to700_madgraphMLM   400       6    200    0     4     4
   QCD_HT500to700_madgraphMLM   400       6    200 0.05     4     4
   QCD_HT500to700_madgraphMLM   400       6    200  0.1     4     4
   QCD_HT500to700_madgraphMLM   400       6    200 0.15     1     1
   QCD_HT500to700_madgraphMLM   400       6    200  0.2     1     1
   QCD_HT500to700_madgraphMLM   400       6    200 0.25     0     0
   QCD_HT500to700_madgraphMLM   400       6    200  0.3     0     0
   QCD_HT500to700_madgraphMLM   400       6    200 0.35     1     1
   QCD_HT500to700_madgraphMLM   400       6    200  0.4     0     0
   QCD_HT500to700_madgraphMLM   400       6    200 0.45     0     0
   QCD_HT500to700_madgraphMLM   400       6    200  0.5     0     0
   QCD_HT500to700_madgraphMLM   400       6    200 0.55     0     0
   QCD_HT500to700_madgraphMLM   400       6    200  0.6     0     0
   QCD_HT500to700_madgraphMLM   400       6    200 0.65     0     0
   QCD_HT500to700_madgraphMLM   400       6    200  0.9     0     0
   QCD_HT500to700_madgraphMLM   400       6    200 0.95     0     0
   QCD_HT500to700_madgraphMLM   400       6    400    0     0     0
   QCD_HT500to700_madgraphMLM   400       6    400 0.05     0     0
   QCD_HT500to700_madgraphMLM   400       6    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   400       6    400 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       6    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   400       6    400 0.35     0     0
   QCD_HT500to700_madgraphMLM   400       9    130    0     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.05     0     0
   QCD_HT500to700_madgraphMLM   400       9    130  0.1     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       9    130  0.2     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.25     1     1
   QCD_HT500to700_madgraphMLM   400       9    130  0.3     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.35     0     0
   QCD_HT500to700_madgraphMLM   400       9    130  0.4     0     0
   QCD_HT500to700_madgraphMLM   400       9    130  0.5     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.55     0     0
   QCD_HT500to700_madgraphMLM   400       9    130  0.6     0     0
   QCD_HT500to700_madgraphMLM   400       9    130 0.65     0     0
   QCD_HT500to700_madgraphMLM   400       9    200    0     0     0
   QCD_HT500to700_madgraphMLM   400       9    200 0.05     0     0
   QCD_HT500to700_madgraphMLM   400       9    200  0.1     0     0
   QCD_HT500to700_madgraphMLM   400       9    200 0.15     0     0
   QCD_HT500to700_madgraphMLM   400       9    200  0.2     0     0
   QCD_HT500to700_madgraphMLM   400       9    200 0.25     0     0
   QCD_HT500to700_madgraphMLM   400       9    200 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       2    130    0     1     1
   QCD_HT500to700_madgraphMLM   800       2    130 0.05     1     1
   QCD_HT500to700_madgraphMLM   800       2    130  0.1     0     0
   QCD_HT500to700_madgraphMLM   800       2    130 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       2    130  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       2    130 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       2    130  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       2    130 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       2    130  0.4     0     0
   QCD_HT500to700_madgraphMLM   800       2    130  0.5     0     0
   QCD_HT500to700_madgraphMLM   800       2    130 0.55     0     0
   QCD_HT500to700_madgraphMLM   800       2    200    0     1     1
   QCD_HT500to700_madgraphMLM   800       2    200 0.05     3     3
   QCD_HT500to700_madgraphMLM   800       2    200  0.1     3     3
   QCD_HT500to700_madgraphMLM   800       2    200 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       2    200  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       2    200 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       2    200  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       2    400    0     4     4
   QCD_HT500to700_madgraphMLM   800       2    400 0.05     2     2
   QCD_HT500to700_madgraphMLM   800       2    400  0.1     1     1
   QCD_HT500to700_madgraphMLM   800       2    400 0.15     2     2
   QCD_HT500to700_madgraphMLM   800       2    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       2    400 0.25     1     1
   QCD_HT500to700_madgraphMLM   800       2    400  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       2    800    0     0     0
   QCD_HT500to700_madgraphMLM   800       2    800 0.05     0     0
   QCD_HT500to700_madgraphMLM   800       2    800  0.1     0     0
   QCD_HT500to700_madgraphMLM   800       2    800 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       2    800 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       3    130    0    21    21
   QCD_HT500to700_madgraphMLM   800       3    130 0.05    10    10
   QCD_HT500to700_madgraphMLM   800       3    130  0.1     1     1
   QCD_HT500to700_madgraphMLM   800       3    130 0.15     1     1
   QCD_HT500to700_madgraphMLM   800       3    130  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       3    130 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       3    130  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       3    130 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       3    130  0.4     0     0
   QCD_HT500to700_madgraphMLM   800       3    130 0.45     0     0
   QCD_HT500to700_madgraphMLM   800       3    130  0.5     0     0
   QCD_HT500to700_madgraphMLM   800       3    130 0.55     0     0
   QCD_HT500to700_madgraphMLM   800       3    130  0.6     0     0
   QCD_HT500to700_madgraphMLM   800       3    200    0    16    16
   QCD_HT500to700_madgraphMLM   800       3    200 0.05     6     6
   QCD_HT500to700_madgraphMLM   800       3    200  0.1     2     2
   QCD_HT500to700_madgraphMLM   800       3    200 0.15     5     5
   QCD_HT500to700_madgraphMLM   800       3    200  0.2     3     3
   QCD_HT500to700_madgraphMLM   800       3    200 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       3    200  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       3    200 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       3    200 0.45     0     0
   QCD_HT500to700_madgraphMLM   800       3    200  0.5     0     0
   QCD_HT500to700_madgraphMLM   800       3    200 0.55     0     0
   QCD_HT500to700_madgraphMLM   800       3    200  0.6     0     0
   QCD_HT500to700_madgraphMLM   800       3    200  0.9     0     0
   QCD_HT500to700_madgraphMLM   800       3    200 0.95     0     0
   QCD_HT500to700_madgraphMLM   800       3    400    0     3     3
   QCD_HT500to700_madgraphMLM   800       3    400 0.05     2     2
   QCD_HT500to700_madgraphMLM   800       3    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   800       3    400 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       3    400  0.2     2     2
   QCD_HT500to700_madgraphMLM   800       3    400 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       3    800    0     0     0
   QCD_HT500to700_madgraphMLM   800       3    800 0.05     0     0
   QCD_HT500to700_madgraphMLM   800       3    800  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       6    130    0    12    12
   QCD_HT500to700_madgraphMLM   800       6    130 0.05     6     6
   QCD_HT500to700_madgraphMLM   800       6    130  0.1     3     3
   QCD_HT500to700_madgraphMLM   800       6    130 0.15     1     1
   QCD_HT500to700_madgraphMLM   800       6    130  0.2     1     1
   QCD_HT500to700_madgraphMLM   800       6    130 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       6    130  0.3     0     0
   QCD_HT500to700_madgraphMLM   800       6    130 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       6    130  0.4     0     0
   QCD_HT500to700_madgraphMLM   800       6    130  0.5     0     0
   QCD_HT500to700_madgraphMLM   800       6    130 0.55     0     0
   QCD_HT500to700_madgraphMLM   800       6    130  0.6     0     0
   QCD_HT500to700_madgraphMLM   800       6    130 0.65     0     0
   QCD_HT500to700_madgraphMLM   800       6    200    0     0     0
   QCD_HT500to700_madgraphMLM   800       6    200 0.05     1     1
   QCD_HT500to700_madgraphMLM   800       6    200  0.1     1     1
   QCD_HT500to700_madgraphMLM   800       6    200 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       6    200  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       6    200 0.35     0     0
   QCD_HT500to700_madgraphMLM   800       6    200 0.45     1     1
   QCD_HT500to700_madgraphMLM   800       6    200  0.5     0     0
   QCD_HT500to700_madgraphMLM   800       6    400    0     0     0
   QCD_HT500to700_madgraphMLM   800       6    400 0.05     0     0
   QCD_HT500to700_madgraphMLM   800       6    400  0.1     0     0
   QCD_HT500to700_madgraphMLM   800       6    400  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       6    400 0.45     0     0
   QCD_HT500to700_madgraphMLM   800       9    130    0     2     2
   QCD_HT500to700_madgraphMLM   800       9    130 0.05     1     1
   QCD_HT500to700_madgraphMLM   800       9    130  0.1     1     1
   QCD_HT500to700_madgraphMLM   800       9    130 0.15     1     1
   QCD_HT500to700_madgraphMLM   800       9    130  0.2     0     0
   QCD_HT500to700_madgraphMLM   800       9    130 0.25     0     0
   QCD_HT500to700_madgraphMLM   800       9    200    0     0     0
   QCD_HT500to700_madgraphMLM   800       9    200 0.05     0     0
   QCD_HT500to700_madgraphMLM   800       9    200  0.1     0     0
   QCD_HT500to700_madgraphMLM   800       9    200 0.15     0     0
   QCD_HT500to700_madgraphMLM   800       9    200 0.45     0     0
   QCD_HT500to700_madgraphMLM  1200       2    130    0     0     0
   QCD_HT500to700_madgraphMLM  1200       2    130 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       2    200    0     0     0
   QCD_HT500to700_madgraphMLM  1200       2    200 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       2    200  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       2    400    0     0     0
   QCD_HT500to700_madgraphMLM  1200       2    400 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       2    400  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       2    400 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       2    400 0.25     0     0
   QCD_HT500to700_madgraphMLM  1200       2    800 0.05     1     1
   QCD_HT500to700_madgraphMLM  1200       2    800  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       3    130    0     0     0
   QCD_HT500to700_madgraphMLM  1200       3    130 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       3    130  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       3    130 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       3    200    0     0     0
   QCD_HT500to700_madgraphMLM  1200       3    200 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       3    200  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       3    200 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       3    200  0.2     0     0
   QCD_HT500to700_madgraphMLM  1200       3    400    0     0     0
   QCD_HT500to700_madgraphMLM  1200       3    400 0.05     1     1
   QCD_HT500to700_madgraphMLM  1200       3    400  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       3    400 0.15     1     1
   QCD_HT500to700_madgraphMLM  1200       3    400  0.2     0     0
   QCD_HT500to700_madgraphMLM  1200       3    800    0     1     1
   QCD_HT500to700_madgraphMLM  1200       3    800 0.05     2     2
   QCD_HT500to700_madgraphMLM  1200       3    800  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       3    800 0.15     1     1
   QCD_HT500to700_madgraphMLM  1200       3    800  0.2     0     0
   QCD_HT500to700_madgraphMLM  1200       6    130    0     0     0
   QCD_HT500to700_madgraphMLM  1200       6    130 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       6    130  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       6    130 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       6    130  0.2     0     0
   QCD_HT500to700_madgraphMLM  1200       6    200 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       6    200  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       6    200 0.45     0     0
   QCD_HT500to700_madgraphMLM  1200       6    400    0     1     1
   QCD_HT500to700_madgraphMLM  1200       6    400 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       6    400 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       6    800    0     0     0
   QCD_HT500to700_madgraphMLM  1200       6    800 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       6    800 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       9    130    0     0     0
   QCD_HT500to700_madgraphMLM  1200       9    130 0.05     0     0
   QCD_HT500to700_madgraphMLM  1200       9    130  0.1     0     0
   QCD_HT500to700_madgraphMLM  1200       9    130 0.15     0     0
   QCD_HT500to700_madgraphMLM  1200       9    400    0     0     0
  QCD_HT700to1000_madgraphMLM   200       2    130    0     9     9
  QCD_HT700to1000_madgraphMLM   200       2    130 0.05     9     9
  QCD_HT700to1000_madgraphMLM   200       2    130  0.1     8     8
  QCD_HT700to1000_madgraphMLM   200       2    130 0.15     3     3
  QCD_HT700to1000_madgraphMLM   200       2    130  0.2     3     3
  QCD_HT700to1000_madgraphMLM   200       2    130 0.25     2     2
  QCD_HT700to1000_madgraphMLM   200       2    130  0.3     2     2
  QCD_HT700to1000_madgraphMLM   200       2    130 0.35     2     2
  QCD_HT700to1000_madgraphMLM   200       2    130  0.4     2     2
  QCD_HT700to1000_madgraphMLM   200       2    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   200       2    130 0.55     1     1
  QCD_HT700to1000_madgraphMLM   200       2    130  0.6     0     0
  QCD_HT700to1000_madgraphMLM   200       2    200    0    16    16
  QCD_HT700to1000_madgraphMLM   200       2    200 0.05     5     5
  QCD_HT700to1000_madgraphMLM   200       2    200  0.1     8     8
  QCD_HT700to1000_madgraphMLM   200       2    200 0.15     4     4
  QCD_HT700to1000_madgraphMLM   200       2    200  0.2     1     1
  QCD_HT700to1000_madgraphMLM   200       2    200 0.25     1     1
  QCD_HT700to1000_madgraphMLM   200       2    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM   200       2    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM   200       2    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM   200       2    200 0.55     0     0
  QCD_HT700to1000_madgraphMLM   200       2    200 0.75     3     3
  QCD_HT700to1000_madgraphMLM   200       2    200  0.8     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400    0     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   200       2    400 0.75     0     0
  QCD_HT700to1000_madgraphMLM   200       3    130    0    11    11
  QCD_HT700to1000_madgraphMLM   200       3    130 0.05     6     6
  QCD_HT700to1000_madgraphMLM   200       3    130  0.1     7     7
  QCD_HT700to1000_madgraphMLM   200       3    130 0.15     2     2
  QCD_HT700to1000_madgraphMLM   200       3    130  0.2     1     1
  QCD_HT700to1000_madgraphMLM   200       3    130 0.25     1     1
  QCD_HT700to1000_madgraphMLM   200       3    130  0.3     3     3
  QCD_HT700to1000_madgraphMLM   200       3    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM   200       3    130  0.4     1     1
  QCD_HT700to1000_madgraphMLM   200       3    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   200       3    130 0.55     0     0
  QCD_HT700to1000_madgraphMLM   200       3    130  0.9     1     1
